"","st_cd_fips","year","...1.x","pollster","sponsors","display_name","fte_grade","start_date","end_date","sample_size","population","election_date","candidate_name","state.x","st_fips.x","cd_fips","dem_cand","rep_cand","DEM","REP","...1.y","...2.x","cd","state.y","cvap","moe","...1","...2.y","office","state","st_fips.y","district_num","district_id","winner_party","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","RepVotesMajorPercent","DemVotesMajorPercent","winner_candidate","winner_candidate_inc","president_party"
"501","2703",2018,1286,"PPP","Patriot Majority USA","Public Policy Polling","A-","11/9/17","11/10/17",542,"v","11/6/18","Erik Paulsen","Minnesota","27","03","Ben McAdams","Erik Paulsen","42","42",1524,1524,"3","Minnesota",506587,2050,652,652,"House","Minnesota","27","03","MN03","D",160839,"Paulsen, Erik","Incumbent",202404,"Phillips, Dean","Challenger",44.28,55.72,"DemCandidate","Challenger","R"
"502","2703",2018,890,"SurveyUSA","KSTP-TV Minneapolis","SurveyUSA","A","9/24/18","9/29/18",607,"lv","11/6/18","Dean Phillips","Minnesota","27","03","Dean Phillips","Erik Paulsen","49","44",1524,1524,"3","Minnesota",506587,2050,652,652,"House","Minnesota","27","03","MN03","D",160839,"Paulsen, Erik","Incumbent",202404,"Phillips, Dean","Challenger",44.28,55.72,"DemCandidate","Challenger","R"
"503","2703",2018,968,"PPP","Protect Our Care","Public Policy Polling","A-","9/17/18","9/18/18",538,"v","11/6/18","Dean Phillips","Minnesota","27","03","Dean Phillips","Erik Paulsen","52","39",1524,1524,"3","Minnesota",506587,2050,652,652,"House","Minnesota","27","03","MN03","D",160839,"Paulsen, Erik","Incumbent",202404,"Phillips, Dean","Challenger",44.28,55.72,"DemCandidate","Challenger","R"
"504","2703",2018,1273,"PPP","Patriot Majority USA","Public Policy Polling","A-","2/12/18","2/13/18",664,"v","11/6/18","Erik Paulsen","Minnesota","27","03","Matthew G. Heinz","Erik Paulsen","45","43",1524,1524,"3","Minnesota",506587,2050,652,652,"House","Minnesota","27","03","MN03","D",160839,"Paulsen, Erik","Incumbent",202404,"Phillips, Dean","Challenger",44.28,55.72,"DemCandidate","Challenger","R"
"505","2703",2018,1030,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/7/18","9/9/18",500,"lv","11/6/18","Dean Phillips","Minnesota","27","03","Dean Phillips","Erik Paulsen","51","42",1524,1524,"3","Minnesota",506587,2050,652,652,"House","Minnesota","27","03","MN03","D",160839,"Paulsen, Erik","Incumbent",202404,"Phillips, Dean","Challenger",44.28,55.72,"DemCandidate","Challenger","R"
"506","2707",2018,1029,"Anzalone Liszt Grove",NA,"ALG Research","B/C","9/5/18","9/10/18",500,"lv","11/6/18","Collin Peterson","Minnesota","27","07","Collin Peterson","Dave Hughes","53","35",1528,1528,"7","Minnesota",496634,854,656,656,"House","Minnesota","27","07","MN07","D",134668,"Hughes, Dave","Challenger",146672,"Peterson, Collin C.","Incumbent",47.87,52.13,"DemCandidate","Incumbent","R"
"507","2707",2020,399,"Tarrance","Congressional Leadership Fund","Tarrance Group","B+","8/2/20","8/5/20",413,"lv","11/3/20","Michelle Fischbach","Minnesota","27","07","Amy Kennedy","Michelle Fischbach","46","52",2400,2400,"7","Minnesota",498454,1014,220,220,"House","Minnesota","27","07","MN07","R",194066,"Fischbach, Michelle","Challenger",144840,"Peterson, Collin C.","Incumbent",57.26,42.74,"RepCandidate","Challenger","D"
"508","2708",2018,886,"Victoria Research",NA,"Victoria Research & Consulting","B/C","9/27/18","9/30/18",400,"lv","11/6/18","Joe Radinovich","Minnesota","27","08","Joe Radinovich","Pete Stauber","45","44",1529,1529,"8","Minnesota",519505,492,657,657,"House","Minnesota","27","08","MN08","R",159364,"Stauber, Pete","Challenger",141950,"Radinovich, Joseph","Challenger",52.89,47.11,"RepCandidate","Challenger","R"
"509","2708",2018,1032,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/6/18","9/9/18",504,"lv","11/6/18","Joe Radinovich","Minnesota","27","08","Joe Radinovich","Pete Stauber","44","43",1529,1529,"8","Minnesota",519505,492,657,657,"House","Minnesota","27","08","MN08","R",159364,"Stauber, Pete","Challenger",141950,"Radinovich, Joseph","Challenger",52.89,47.11,"RepCandidate","Challenger","R"
"510","2708",2018,771,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/11/18","10/14/18",507,"rv","11/6/18","Joe Radinovich","Minnesota","27","08","Joe Radinovich","Pete Stauber","32.01","48.13",1529,1529,"8","Minnesota",519505,492,657,657,"House","Minnesota","27","08","MN08","R",159364,"Stauber, Pete","Challenger",141950,"Radinovich, Joseph","Challenger",52.89,47.11,"RepCandidate","Challenger","R"
"511","2708",2018,1033,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/6/18","9/9/18",504,"rv","11/6/18","Joe Radinovich","Minnesota","27","08","Joe Radinovich","Pete Stauber","41.92","42.83",1529,1529,"8","Minnesota",519505,492,657,657,"House","Minnesota","27","08","MN08","R",159364,"Stauber, Pete","Challenger",141950,"Radinovich, Joseph","Challenger",52.89,47.11,"RepCandidate","Challenger","R"
"512","2708",2018,770,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","10/11/18","10/14/18",507,"lv","11/6/18","Joe Radinovich","Minnesota","27","08","Joe Radinovich","Pete Stauber","33.5","49.15",1529,1529,"8","Minnesota",519505,492,657,657,"House","Minnesota","27","08","MN08","R",159364,"Stauber, Pete","Challenger",141950,"Radinovich, Joseph","Challenger",52.89,47.11,"RepCandidate","Challenger","R"
"513","2801",2018,1127,"Triumph Campaigns","Y'all Politics","Triumph Campaigns","B/C","7/30/18","7/31/18",525,"lv","11/6/18","Trent Kelly","Mississippi","28","01","Bennie G. Thompson","Trent Kelly","50.66","57.19",1530,1530,"1","Mississippi",568153,920,658,658,"House","Mississippi","28","01","MS01","R",158245,"Kelly, Trent","Incumbent",76601,"Wadkins, Randy","Challenger",67.38,32.62,"RepCandidate","Incumbent","R"
"514","2803",2018,1128,"Triumph Campaigns","Y'all Politics","Triumph Campaigns","B/C","7/30/18","7/31/18",525,"lv","11/6/18","Mary Brannon","Mississippi","28","03","Mary Brannon","Michael Guest","26.87","56.11",1532,1532,"3","Mississippi",561987,1294,660,660,"House","Mississippi","28","03","MS03","R",160284,"Guest, Michael","Challenger",94461,"Evans, Michael","Challenger",62.92,37.08,"RepCandidate","Challenger","R"
"515","2804",2018,1129,"Triumph Campaigns","Y'all Politics","Triumph Campaigns","B/C","7/30/18","7/31/18",525,"lv","11/6/18","Jeramey Anderson","Mississippi","28","04","Jeramey Anderson","Steven Palazzo","36.68","53.66",1533,1533,"4","Mississippi",572200,935,661,661,"House","Mississippi","28","04","MS04","R",152633,"Palazzo, Steven","Incumbent",68787,"Anderson, Jeramey","Challenger",68.93,31.07,"RepCandidate","Incumbent","R"
"516","2902",2018,1092,"Expedition Strategies",NA,"Expedition Strategies",NA,"8/23/18","8/26/18",402,"lv","11/6/18","Cort VanOstran","Missouri","29","02","Cort VanOstran","Ann Wagner","43","41",1535,1535,"2","Missouri",577377,2566,663,663,"House","Missouri","29","02","MO02","R",192477,"Wagner, Ann","Incumbent",177611,"VanOstran, Cort","Challenger",52.01,47.99,"RepCandidate","Incumbent","R"
"517","2902",2018,1101,"Remington","Missouri Scout","Remington Research Group","B","8/22/18","8/23/18",983,"lv","11/6/18","Cort VanOstran","Missouri","29","02","Cort VanOstran","Ann Wagner","40","51",1535,1535,"2","Missouri",577377,2566,663,663,"House","Missouri","29","02","MO02","R",192477,"Wagner, Ann","Incumbent",177611,"VanOstran, Cort","Challenger",52.01,47.99,"RepCandidate","Incumbent","R"
"518","2902",2020,158,"Change Research",NA,"Change Research","B-","10/30/20","11/2/20",597,"lv","11/3/20","Ann Wagner","Missouri","29","02","Kara Eastman","Ann Wagner","48","46",2407,2407,"2","Missouri",576837,4393,227,227,"House","Missouri","29","02","MO02","R",233157,"Wagner, Ann","Incumbent",204540,"Schupp, Jill Darlyne","Challenger",53.27,46.73,"RepCandidate","Incumbent","D"
"519","2902",2020,379,"PPP","House Majority PAC","Public Policy Polling","A-","8/13/20","8/14/20",925,"v","11/3/20","Ann Wagner","Missouri","29","02","Hiral Tipirneni","Ann Wagner","48","42",2407,2407,"2","Missouri",576837,4393,227,227,"House","Missouri","29","02","MO02","R",233157,"Wagner, Ann","Incumbent",204540,"Schupp, Jill Darlyne","Challenger",53.27,46.73,"RepCandidate","Incumbent","D"
"520","2902",2020,330,"Normington, Petts & Associates","House Majority PAC","Normington, Petts & Associates","B/C","9/10/20","9/14/20",400,"lv","11/3/20","Ann Wagner","Missouri","29","02","Diane Mitsch Bush","Ann Wagner","46","49",2407,2407,"2","Missouri",576837,4393,227,227,"House","Missouri","29","02","MO02","R",233157,"Wagner, Ann","Incumbent",204540,"Schupp, Jill Darlyne","Challenger",53.27,46.73,"RepCandidate","Incumbent","D"
"521","2902",2020,503,"Remington","Missouri Scout","Remington Research Group","B","2/19/20","2/20/20",1360,"lv","11/3/20","Ann Wagner","Missouri","29","02","Harley Rouda","Ann Wagner","22.8","50",2407,2407,"2","Missouri",576837,4393,227,227,"House","Missouri","29","02","MO02","R",233157,"Wagner, Ann","Incumbent",204540,"Schupp, Jill Darlyne","Challenger",53.27,46.73,"RepCandidate","Incumbent","D"
"522","3101",2018,666,"Change Research",NA,"Change Research","B-","10/24/18","10/25/18",742,"lv","11/6/18","Jessica McClure","Nebraska","31","01","Jessica McClure","Jeff Fortenberry","39","55",1543,1543,"1","Nebraska",463387,1180,671,671,"House","Nebraska","31","01","NE01","R",141712,"Fortenberry, Jeff","Incumbent",93069,"McClure, Jessica","Challenger",60.36,39.64,"RepCandidate","Incumbent","R"
"523","3102",2018,887,"Greenberg Quinlan Rosner",NA,"GQR","B","9/27/18","9/30/18",400,"lv","11/6/18","Kara Eastman","Nebraska","31","02","Kara Eastman","Don Bacon","45","49",1544,1544,"2","Nebraska",454282,1166,672,672,"House","Nebraska","31","02","NE02","R",126715,"Bacon, Don","Incumbent",121770,"Eastman, Kara","Challenger",51,49,"RepCandidate","Incumbent","R"
"524","3102",2018,908,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/23/18","9/26/18",512,"rv","11/6/18","Kara Eastman","Nebraska","31","02","Kara Eastman","Don Bacon","39.08","49.24",1544,1544,"2","Nebraska",454282,1166,672,672,"House","Nebraska","31","02","NE02","R",126715,"Bacon, Don","Incumbent",121770,"Eastman, Kara","Challenger",51,49,"RepCandidate","Incumbent","R"
"525","3102",2018,860,"Meeting Street Insights",NA,"Meeting Street Insights","B/C","10/1/18","10/2/18",400,"rv","11/6/18","Kara Eastman","Nebraska","31","02","Kara Eastman","Don Bacon","40","49",1544,1544,"2","Nebraska",454282,1166,672,672,"House","Nebraska","31","02","NE02","R",126715,"Bacon, Don","Incumbent",121770,"Eastman, Kara","Challenger",51,49,"RepCandidate","Incumbent","R"
"526","3102",2018,1219,"NRCC","NRCC","NRCC",NA,"5/16/18","5/16/18",NA,"rv","11/6/18","Don Bacon","Nebraska","31","02","Mac Schneider","Don Bacon","28","50",1544,1544,"2","Nebraska",454282,1166,672,672,"House","Nebraska","31","02","NE02","R",126715,"Bacon, Don","Incumbent",121770,"Eastman, Kara","Challenger",51,49,"RepCandidate","Incumbent","R"
"527","3102",2018,907,"Siena College/NYT Upshot","New York Times","Siena College/The New York Times Upshot","A+","9/23/18","9/26/18",512,"lv","11/6/18","Kara Eastman","Nebraska","31","02","Kara Eastman","Don Bacon","41.67","50.85",1544,1544,"2","Nebraska",454282,1166,672,672,"House","Nebraska","31","02","NE02","R",126715,"Bacon, Don","Incumbent",121770,"Eastman, Kara","Challenger",51,49,"RepCandidate","Incumbent","R"
"528","3102",2018,667,"DFM Research","SMART Transportation Division","DFM Research","B/C","10/23/18","10/25/18",350,"lv","11/6/18","Kara Eastman","Nebraska","31","02","Kara Eastman","Don Bacon","45","52",1544,1544,"2","Nebraska",454282,1166,672,672,"House","Nebraska","31","02","NE02","R",126715,"Bacon, Don","Incumbent",121770,"Eastman, Kara","Challenger",51,49,"RepCandidate","Incumbent","R"
"529","3102",2020,169,"Emerson College Polling Society",NA,"Emerson College","A-","10/29/20","10/30/20",806,"lv","11/3/20","Don Bacon","Nebraska","31","02","Cynthia Lee Wallace","Don Bacon","43","50.5",2416,2416,"2","Nebraska",466368,1427,236,236,"House","Nebraska","31","02","NE02","R",171071,"Bacon, Don","Incumbent",155706,"Eastman, Kara","Challenger",52.35,47.65,"RepCandidate","Incumbent","D"
"530","3102",2020,464,"Greenberg Quinlan Rosner",NA,"GQR","B","6/30/20","7/5/20",502,"lv","11/3/20","Don Bacon","Nebraska","31","02","Amy Kennedy","Don Bacon","44","49",2416,2416,"2","Nebraska",466368,1427,236,236,"House","Nebraska","31","02","NE02","R",171071,"Bacon, Don","Incumbent",155706,"Eastman, Kara","Challenger",52.35,47.65,"RepCandidate","Incumbent","D"
"531","3102",2020,300,"Siena College/NYT Upshot",NA,"Siena College/The New York Times Upshot","A+","9/25/20","9/27/20",420,"lv","11/3/20","Don Bacon","Nebraska","31","02","Margaret Good","Don Bacon","43","45",2416,2416,"2","Nebraska",466368,1427,236,236,"House","Nebraska","31","02","NE02","R",171071,"Bacon, Don","Incumbent",155706,"Eastman, Kara","Challenger",52.35,47.65,"RepCandidate","Incumbent","D"
"532","3102",2020,489,"DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","5/7/20","5/10/20",448,"lv","11/3/20","Don Bacon","Nebraska","31","02","Christy Smith","Don Bacon","48","47",2416,2416,"2","Nebraska",466368,1427,236,236,"House","Nebraska","31","02","NE02","R",171071,"Bacon, Don","Incumbent",155706,"Eastman, Kara","Challenger",52.35,47.65,"RepCandidate","Incumbent","D"
"533","3102",2020,515,"Greenberg Quinlan Rosner",NA,"GQR","B","9/9/19","9/12/19",400,"lv","11/3/20","Don Bacon","Nebraska","31","02","Daniel Kent McCready","Don Bacon","c(44, 48)","50",2416,2416,"2","Nebraska",466368,1427,236,236,"House","Nebraska","31","02","NE02","R",171071,"Bacon, Don","Incumbent",155706,"Eastman, Kara","Challenger",52.35,47.65,"RepCandidate","Incumbent","D"
"534","3102",2020,157,"University of Nevada Las Vegas Lee Business School",NA,"University of Nevada, Las Vegas Lee Business School","B/C","10/30/20","11/2/20",191,"lv","11/3/20","Don Bacon","Nebraska","31","02","Jill Schupp","Don Bacon","46","46.8",2416,2416,"2","Nebraska",466368,1427,236,236,"House","Nebraska","31","02","NE02","R",171071,"Bacon, Don","Incumbent",155706,"Eastman, Kara","Challenger",52.35,47.65,"RepCandidate","Incumbent","D"
"535","3102",2020,429,"Global Strategy Group","House Majority PAC","Global Strategy Group","B/C","7/27/20","7/29/20",400,"lv","11/3/20","Don Bacon","Nebraska","31","02","Rita R. Hart","Don Bacon","41","47",2416,2416,"2","Nebraska",466368,1427,236,236,"House","Nebraska","31","02","NE02","R",171071,"Bacon, Don","Incumbent",155706,"Eastman, Kara","Challenger",52.35,47.65,"RepCandidate","Incumbent","D"
"536","3102",2020,320,"Global Strategy Group","House Majority PAC","Global Strategy Group","B/C","9/14/20","9/16/20",400,"lv","11/3/20","Don Bacon","Nebraska","31","02","Kathleen Williams","Don Bacon","44","45",2416,2416,"2","Nebraska",466368,1427,236,236,"House","Nebraska","31","02","NE02","R",171071,"Bacon, Don","Incumbent",155706,"Eastman, Kara","Challenger",52.35,47.65,"RepCandidate","Incumbent","D"
"537","3102",2020,159,"Change Research",NA,"Change Research","B-","10/29/20","11/2/20",547,"lv","11/3/20","Don Bacon","Nebraska","31","02","Dana Balter","Don Bacon","46","47",2416,2416,"2","Nebraska",466368,1427,236,236,"House","Nebraska","31","02","NE02","R",171071,"Bacon, Don","Incumbent",155706,"Eastman, Kara","Challenger",52.35,47.65,"RepCandidate","Incumbent","D"
"538","3102",2020,268,"Fairbank, Maslin, Maullin, Metz & Associates","Congressional Progressive Caucus PAC (CPC PAC)","FM3 Research","C/D","10/1/20","10/4/20",450,"lv","11/3/20","Don Bacon","Nebraska","31","02","Audrey Denney","Don Bacon","45","45",2416,2416,"2","Nebraska",466368,1427,236,236,"House","Nebraska","31","02","NE02","R",171071,"Bacon, Don","Incumbent",155706,"Eastman, Kara","Challenger",52.35,47.65,"RepCandidate","Incumbent","D"
"539","3201",2018,553,"Emerson College Polling Society",NA,"Emerson College","A-","11/1/18","11/4/18",238,"lv","11/6/18","Dina Titus","Nevada","32","01","Dina Titus","Joyce Bentley","58.3","28.3",1546,1546,"1","Nevada",408976,3984,674,674,"House","Nevada","32","01","NV01","D",46978,"Bentley, Joyce","Challenger",100707,"Titus, Dina","Incumbent",31.81,68.19,"DemCandidate","Incumbent","R"
"540","3201",2018,789,"Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18",121,"lv","11/6/18","Dina Titus","Nevada","32","01","Dina Titus","Joyce Bentley","50.2","20",1546,1546,"1","Nevada",408976,3984,674,674,"House","Nevada","32","01","NV01","D",46978,"Bentley, Joyce","Challenger",100707,"Titus, Dina","Incumbent",31.81,68.19,"DemCandidate","Incumbent","R"
"541","3202",2018,790,"Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18",169,"lv","11/6/18","Clint Koble","Nevada","32","02","Clint Koble","Mark E. Amodei","16.2","23.1",1547,1547,"2","Nevada",508233,1724,675,675,"House","Nevada","32","02","NV02","R",167435,"Amodei, Mark","Incumbent",120102,"Koble, Clint","Challenger",58.23,41.77,"RepCandidate","Incumbent","R"
"542","3202",2018,554,"Emerson College Polling Society",NA,"Emerson College","A-","11/1/18","11/4/18",365,"lv","11/6/18","Clint Koble","Nevada","32","02","Clint Koble","Mark E. Amodei","36.9","57.5",1547,1547,"2","Nevada",508233,1724,675,675,"House","Nevada","32","02","NV02","R",167435,"Amodei, Mark","Incumbent",120102,"Koble, Clint","Challenger",58.23,41.77,"RepCandidate","Incumbent","R"
"543","3203",2018,555,"Emerson College Polling Society",NA,"Emerson College","A-","11/1/18","11/4/18",332,"lv","11/6/18","Susie Lee","Nevada","32","03","Susie Lee","Danny Tarkanian","50.6","41.4",1548,1548,"3","Nevada",563428,3719,676,676,"House","Nevada","32","03","NV03","D",122566,"Tarkanian, Danny","Challenger",148501,"Lee, Susie","Challenger",45.22,54.78,"DemCandidate","Challenger","R"
"544","3203",2018,791,"Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18",178,"lv","11/6/18","Susie Lee","Nevada","32","03","Susie Lee","Danny Tarkanian","40.7","39",1548,1548,"3","Nevada",563428,3719,676,676,"House","Nevada","32","03","NV03","D",122566,"Tarkanian, Danny","Challenger",148501,"Lee, Susie","Challenger",45.22,54.78,"DemCandidate","Challenger","R"
"545","3204",2018,1149,"Global Strategy Group",NA,"Global Strategy Group","B/C","7/17/18","7/22/18",500,"lv","11/6/18","Cresent Hardy","Nevada","32","04","Debbie Mucarsel-Powell","Cresent Hardy","41","c(32, 40)",1549,1549,"4","Nevada",493015,2954,677,677,"House","Nevada","32","04","NV04","D",102748,"Hardy, Cresent","Challenger",121962,"Horsford, Steven A.","Challenger",45.72,54.28,"DemCandidate","Challenger","R"
"546","3204",2018,556,"Emerson College Polling Society",NA,"Emerson College","A-","11/1/18","11/4/18",263,"lv","11/6/18","Steven A. Horsford","Nevada","32","04","Steven A. Horsford","Cresent Hardy","48","44.2",1549,1549,"4","Nevada",493015,2954,677,677,"House","Nevada","32","04","NV04","D",102748,"Hardy, Cresent","Challenger",121962,"Horsford, Steven A.","Challenger",45.72,54.28,"DemCandidate","Challenger","R"
"547","3204",2018,792,"Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18",157,"lv","11/6/18","Steven A. Horsford","Nevada","32","04","Steven A. Horsford","Cresent Hardy","35.8","34.1",1549,1549,"4","Nevada",493015,2954,677,677,"House","Nevada","32","04","NV04","D",102748,"Hardy, Cresent","Challenger",121962,"Horsford, Steven A.","Challenger",45.72,54.28,"DemCandidate","Challenger","R"
"548","3204",2018,1121,"Moore Information","NRCC","Moore Information","B/C","8/4/18","8/7/18",400,"lv","11/6/18","Cresent Hardy","Nevada","32","04","Gilbert Cisneros","Cresent Hardy","53","41",1549,1549,"4","Nevada",493015,2954,677,677,"House","Nevada","32","04","NV04","D",102748,"Hardy, Cresent","Challenger",121962,"Horsford, Steven A.","Challenger",45.72,54.28,"DemCandidate","Challenger","R"
"549","3204",2018,828,"Moore Information","NRCC","Moore Information","B/C","10/3/18","10/8/18",400,"lv","11/6/18","Steven A. Horsford","Nevada","32","04","Steven A. Horsford","Cresent Hardy","37","41",1549,1549,"4","Nevada",493015,2954,677,677,"House","Nevada","32","04","NV04","D",102748,"Hardy, Cresent","Challenger",121962,"Horsford, Steven A.","Challenger",45.72,54.28,"DemCandidate","Challenger","R"
"550","3204",2018,1282,"DCCC Targeting Team","DCCC","DCCC Targeting and Analytics Department","B/C","1/5/18","1/9/18",400,"rv","11/6/18","Cresent Hardy","Nevada","32","04","Conor Lamb","Cresent Hardy","34","37",1549,1549,"4","Nevada",493015,2954,677,677,"House","Nevada","32","04","NV04","D",102748,"Hardy, Cresent","Challenger",121962,"Horsford, Steven A.","Challenger",45.72,54.28,"DemCandidate","Challenger","R"
"551","3301",2018,913,"American Research Group",NA,"American Research Group","C+","9/21/18","9/26/18",400,"rv","11/6/18","Chris Pappas","New Hampshire","33","01","Chris Pappas","Eddie Edwards","55","33",1550,1550,"1","NewHampshire",528004,1277,678,678,"House","New Hampshire","33","01","NH01","D",130996,"Edwards, Eddie","Challenger",155884,"Pappas, Chris","Challenger",45.66,54.34,"DemCandidate","Challenger","R"
"552","3301",2018,735,"U. New Hampshire",NA,"University of New Hampshire","B-","10/10/18","10/18/18",265,"lv","11/6/18","Chris Pappas","New Hampshire","33","01","Chris Pappas","Eddie Edwards","46","37",1550,1550,"1","NewHampshire",528004,1277,678,678,"House","New Hampshire","33","01","NH01","D",130996,"Edwards, Eddie","Challenger",155884,"Pappas, Chris","Challenger",45.66,54.34,"DemCandidate","Challenger","R"
"553","3301",2018,793,"Emerson College Polling Society",NA,"Emerson College","A-","10/10/18","10/12/18",387,"lv","11/6/18","Chris Pappas","New Hampshire","33","01","Chris Pappas","Eddie Edwards","40.3","34.9",1550,1550,"1","NewHampshire",528004,1277,678,678,"House","New Hampshire","33","01","NH01","D",130996,"Edwards, Eddie","Challenger",155884,"Pappas, Chris","Challenger",45.66,54.34,"DemCandidate","Challenger","R"
"554","3301",2018,624,"Emerson College Polling Society",NA,"Emerson College","A-","10/27/18","10/29/18",570,"lv","11/6/18","Chris Pappas","New Hampshire","33","01","Chris Pappas","Eddie Edwards","47.8","46.1",1550,1550,"1","NewHampshire",528004,1277,678,678,"House","New Hampshire","33","01","NH01","D",130996,"Edwards, Eddie","Challenger",155884,"Pappas, Chris","Challenger",45.66,54.34,"DemCandidate","Challenger","R"
"555","3301",2018,767,"St. Anselm","WMUR","Saint Anselm College","A/B","10/10/18","10/15/18",234,"lv","11/6/18","Chris Pappas","New Hampshire","33","01","Chris Pappas","Eddie Edwards","44.4","35.5",1550,1550,"1","NewHampshire",528004,1277,678,678,"House","New Hampshire","33","01","NH01","D",130996,"Edwards, Eddie","Challenger",155884,"Pappas, Chris","Challenger",45.66,54.34,"DemCandidate","Challenger","R"
"556","3301",2018,899,"OnMessage Inc.",NA,"OnMessage","B/C","9/25/18","9/27/18",400,"lv","11/6/18","Chris Pappas","New Hampshire","33","01","Chris Pappas","Eddie Edwards","40","42",1550,1550,"1","NewHampshire",528004,1277,678,678,"House","New Hampshire","33","01","NH01","D",130996,"Edwards, Eddie","Challenger",155884,"Pappas, Chris","Challenger",45.66,54.34,"DemCandidate","Challenger","R"
"557","3301",2018,551,"U. New Hampshire",NA,"University of New Hampshire","B-","11/1/18","11/4/18",309,"lv","11/6/18","Chris Pappas","New Hampshire","33","01","Chris Pappas","Eddie Edwards","53","40",1550,1550,"1","NewHampshire",528004,1277,678,678,"House","New Hampshire","33","01","NH01","D",130996,"Edwards, Eddie","Challenger",155884,"Pappas, Chris","Challenger",45.66,54.34,"DemCandidate","Challenger","R"
"558","3301",2020,361,"U. New Hampshire",NA,"University of New Hampshire","B-","8/28/20","9/1/20",926,"lv","11/3/20","Matt Mayberry","New Hampshire","33","01","Ann McLane Kuster","Matt Mayberry","52","34",2422,2422,"1","NewHampshire",538871,1599,242,242,"House","New Hampshire","33","01","NH01","D",185159,"Mowers, Matt","Challenger",205606,"Pappas, Chris","Incumbent",47.38,52.62,"DemCandidate","Incumbent","D"
"559","3301",2020,266,"St. Anselm",NA,"Saint Anselm College","A/B","10/1/20","10/4/20",595,"lv","11/3/20","Matt Mowers","New Hampshire","33","01","Ann McLane Kuster","Matt Mowers","52","41",2422,2422,"1","NewHampshire",538871,1599,242,242,"House","New Hampshire","33","01","NH01","D",185159,"Mowers, Matt","Challenger",205606,"Pappas, Chris","Incumbent",47.38,52.62,"DemCandidate","Incumbent","D"
"560","3301",2020,181,"St. Anselm",NA,"Saint Anselm College","A/B","10/23/20","10/26/20",560,"lv","11/3/20","Matt Mowers","New Hampshire","33","01","Ann McLane Kuster","Matt Mowers","54","44",2422,2422,"1","NewHampshire",538871,1599,242,242,"House","New Hampshire","33","01","NH01","D",185159,"Mowers, Matt","Challenger",205606,"Pappas, Chris","Incumbent",47.38,52.62,"DemCandidate","Incumbent","D"
"561","3301",2020,298,"U. New Hampshire",NA,"University of New Hampshire","B-","9/24/20","9/28/20",504,"lv","11/3/20","Matt Mowers","New Hampshire","33","01","Ann McLane Kuster","Matt Mowers","48","38",2422,2422,"1","NewHampshire",538871,1599,242,242,"House","New Hampshire","33","01","NH01","D",185159,"Mowers, Matt","Challenger",205606,"Pappas, Chris","Incumbent",47.38,52.62,"DemCandidate","Incumbent","D"
"562","3301",2020,176,"U. New Hampshire",NA,"University of New Hampshire","B-","10/24/20","10/28/20",451,"lv","11/3/20","Matt Mowers","New Hampshire","33","01","Ann McLane Kuster","Matt Mowers","51","50",2422,2422,"1","NewHampshire",538871,1599,242,242,"House","New Hampshire","33","01","NH01","D",185159,"Mowers, Matt","Challenger",205606,"Pappas, Chris","Incumbent",47.38,52.62,"DemCandidate","Incumbent","D"
"563","3301",2020,240,"U. New Hampshire",NA,"University of New Hampshire","B-","10/9/20","10/12/20",477,"lv","11/3/20","Matt Mowers","New Hampshire","33","01","Ann McLane Kuster","Matt Mowers","49","43",2422,2422,"1","NewHampshire",538871,1599,242,242,"House","New Hampshire","33","01","NH01","D",185159,"Mowers, Matt","Challenger",205606,"Pappas, Chris","Incumbent",47.38,52.62,"DemCandidate","Incumbent","D"
"564","3301",2020,360,"U. New Hampshire",NA,"University of New Hampshire","B-","8/28/20","9/1/20",925,"lv","11/3/20","Matt Mowers","New Hampshire","33","01","Chris Pappas","Matt Mowers","52","34",2422,2422,"1","NewHampshire",538871,1599,242,242,"House","New Hampshire","33","01","NH01","D",185159,"Mowers, Matt","Challenger",205606,"Pappas, Chris","Incumbent",47.38,52.62,"DemCandidate","Incumbent","D"
"565","3302",2018,768,"St. Anselm","WMUR","Saint Anselm College","A/B","10/10/18","10/15/18",220,"lv","11/6/18","Ann McLane Kuster","New Hampshire","33","02","Ann McLane Kuster","Steven Negron","49.4","22.3",1551,1551,"2","NewHampshire",520197,1358,679,679,"House","New Hampshire","33","02","NH02","D",117990,"Negron, Steven","Challenger",155358,"Kuster, Ann McLane","Incumbent",43.16,56.84,"DemCandidate","Incumbent","R"
