year,state,state,district,inc_party.x,Cook,Cook_num,description,ie_num,avg_rating
2016,,GA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,GA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,GA,13,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,GA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,GA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,GA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,GA,13,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,GA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,GA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,GA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,GA,13,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,GA,4,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,GA,5,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,GA,7,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,GA,13,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,GA,1,rep,Solid R,7,NA,NA,7
2008,,GA,3,rep,Solid R,7,NA,NA,7
2008,,GA,6,rep,Solid R,7,NA,NA,7
2008,,GA,7,rep,Solid R,7,NA,NA,7
2008,,GA,9,rep,Solid R,7,NA,NA,7
2008,,GA,10,rep,Solid R,7,NA,NA,7
2008,,GA,11,rep,Solid R,7,NA,NA,7
2012,,GA,1,rep,Solid R,7,Currently Safe Republican,7,7
2012,,GA,3,rep,Solid R,7,Currently Safe Republican,7,7
2012,,GA,6,rep,Solid R,7,Currently Safe Republican,7,7
2012,,GA,7,rep,Solid R,7,Currently Safe Republican,7,7
2012,,GA,8,rep,Solid R,7,Currently Safe Republican,7,7
2012,,GA,9,rep,Solid R,7,Currently Safe Republican,7,7
2012,,GA,10,rep,Solid R,7,Currently Safe Republican,7,7
2012,,GA,11,rep,Solid R,7,Currently Safe Republican,7,7
2012,,GA,14,rep,Solid R,7,Currently Safe Republican,7,7
2014,,GA,1,rep,Solid R,7,Currently Safe Republican,7,7
2014,,GA,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,GA,6,rep,Solid R,7,Currently Safe Republican,7,7
2014,,GA,7,rep,Solid R,7,Currently Safe Republican,7,7
2014,,GA,8,rep,Solid R,7,Currently Safe Republican,7,7
2014,,GA,9,rep,Solid R,7,Currently Safe Republican,7,7
2014,,GA,10,rep,Solid R,7,Currently Safe Republican,7,7
2014,,GA,11,rep,Solid R,7,Currently Safe Republican,7,7
2014,,GA,14,rep,Solid R,7,Currently Safe Republican,7,7
2016,,GA,1,rep,Solid R,7,Currently Safe Republican,7,7
2016,,GA,3,rep,Solid R,7,Currently Safe Republican,7,7
2016,,GA,6,rep,Solid R,7,Currently Safe Republican,7,7
2016,,GA,7,rep,Solid R,7,Currently Safe Republican,7,7
2016,,GA,8,rep,Solid R,7,Currently Safe Republican,7,7
2016,,GA,9,rep,Solid R,7,Currently Safe Republican,7,7
2016,,GA,10,rep,Solid R,7,Currently Safe Republican,7,7
2016,,GA,11,rep,Solid R,7,Currently Safe Republican,7,7
2016,,GA,12,rep,Solid R,7,Currently Safe Republican,7,7
2016,,GA,14,rep,Solid R,7,Currently Safe Republican,7,7
2018,,GA,1,rep,Solid R,7,Currently Safe Republican,7,7
2018,,GA,3,rep,Solid R,7,Currently Safe Republican,7,7
2018,,GA,8,rep,Solid R,7,Currently Safe Republican,7,7
2018,,GA,9,rep,Solid R,7,Currently Safe Republican,7,7
2018,,GA,10,rep,Solid R,7,Currently Safe Republican,7,7
2018,,GA,11,rep,Solid R,7,Currently Safe Republican,7,7
2018,,GA,12,rep,Solid R,7,Currently Safe Republican,7,7
2018,,GA,14,rep,Solid R,7,Currently Safe Republican,7,7
2020,,GA,1,rep,Solid R,7,Currently Safe Republican,7,7
2020,,GA,3,rep,Solid R,7,Currently Safe Republican,7,7
2020,,GA,8,rep,Solid R,7,Currently Safe Republican,7,7
2020,,GA,9,rep,Solid R,7,Currently Safe Republican,7,7
2020,,GA,10,rep,Solid R,7,Currently Safe Republican,7,7
2020,,GA,11,rep,Solid R,7,Currently Safe Republican,7,7
2020,,GA,12,rep,Solid R,7,Currently Safe Republican,7,7
2020,,GA,14,rep,Solid R,7,Currently Safe Republican,7,7
2022,,GA,1,rep,Solid R,7,Currently Safe Republican,7,7
2022,,GA,3,rep,Solid R,7,Currently Safe Republican,7,7
2022,,GA,6,dem,Solid R,7,Republican Favored,6,6.5
2022,,GA,8,rep,Solid R,7,Currently Safe Republican,7,7
2022,,GA,9,rep,Solid R,7,Currently Safe Republican,7,7
2022,,GA,10,rep,Solid R,7,Currently Safe Republican,7,7
2022,,GA,11,rep,Solid R,7,Currently Safe Republican,7,7
2022,,GA,12,rep,Solid R,7,Currently Safe Republican,7,7
2022,,GA,14,rep,Solid R,7,Currently Safe Republican,7,7
2012,,GA,12,dem,Tossup D,3.5,Toss-up/Tilt Democrat,3.5,3.5
2014,,GA,12,dem,Tossup D,3.5,Lean Democrat,3,3.25
2018,,GA,6,rep,Tossup R,4.5,Lean Republican,5,4.75
2014,,HI,1,dem,Lean D,3,Lean Democrat,3,3
2008,,HI,1,dem,Solid D,1,NA,NA,1
2008,,HI,2,dem,Solid D,1,NA,NA,1
2012,,HI,1,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,HI,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,HI,2,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,HI,1,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,HI,2,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,HI,1,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,HI,2,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,HI,1,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,HI,2,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,HI,1,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,HI,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,IA,2,dem,Lean D,3,Lean Democrat,3,3
2018,,IA,1,rep,Lean D,3,Lean Democrat,3,3
2020,,IA,3,dem,Lean D,3,Lean Democrat,3,3
2012,,IA,3,dem,Lean R,5,Toss-up/Tilt Republican,4.5,4.75
2012,,IA,4,rep,Lean R,5,Toss-up/Tilt Republican,4.5,4.75
2016,,IA,3,rep,Lean R,5,Toss-up/Tilt Republican,4.5,4.75
2018,,IA,4,rep,Lean R,5,Republican Favored,6,5.5
2022,,IA,1,rep,Lean R,5,Lean Republican,5,5
2022,,IA,2,rep,Lean R,5,Toss-up/Tilt Republican,4.5,4.75
2022,,IA,3,dem,Lean R,5,Toss-up/Tilt Republican,4.5,4.75
2012,,IA,1,dem,Likely D,2,Currently Safe Democrat,1,1.5
2012,,IA,2,dem,Likely D,2,Democrat Favored,2,2
2008,,IA,4,rep,Likely R,5,NA,NA,5
2008,,IA,1,dem,Solid D,1,NA,NA,1
2008,,IA,2,dem,Solid D,1,NA,NA,1
2008,,IA,3,dem,Solid D,1,NA,NA,1
2016,,IA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,IA,5,rep,Solid R,7,NA,NA,7
2014,,IA,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IA,4,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IA,4,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IA,4,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IA,1,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2020,,IA,1,dem,Tossup D,3.5,Lean Democrat,3,3.25
2020,,IA,2,dem,Tossup D,3.5,Lean Democrat,3,3.25
2014,,IA,3,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2016,,IA,1,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2018,,IA,3,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2008,,ID,2,rep,Solid R,7,NA,NA,7
2012,,ID,1,rep,Solid R,7,Currently Safe Republican,7,7
2012,,ID,2,rep,Solid R,7,Currently Safe Republican,7,7
2014,,ID,1,rep,Solid R,7,Currently Safe Republican,7,7
2014,,ID,2,rep,Solid R,7,Currently Safe Republican,7,7
2016,,ID,1,rep,Solid R,7,Currently Safe Republican,7,7
2016,,ID,2,rep,Solid R,7,Currently Safe Republican,7,7
2018,,ID,1,rep,Solid R,7,Currently Safe Republican,7,7
2018,,ID,2,rep,Solid R,7,Currently Safe Republican,7,7
2020,,ID,1,rep,Solid R,7,Currently Safe Republican,7,7
2020,,ID,2,rep,Solid R,7,Currently Safe Republican,7,7
2022,,ID,1,rep,Solid R,7,Currently Safe Republican,7,7
2022,,ID,2,rep,Solid R,7,Currently Safe Republican,7,7
2008,,ID,1,rep,Tossup R,4.5,NA,NA,4.5
2008,,IL,11,rep,Lean D,3,NA,NA,3
2014,,IL,17,dem,Lean D,3,Democrat Favored,2,2.5
2018,,IL,6,rep,Lean D,3,Toss-up/Tilt Democrat,3.5,3.25
2020,,IL,17,dem,Lean D,3,Currently Safe Democrat,1,2
2022,,IL,6,dem,Lean D,3,Democrat Favored,2,2.5
2022,,IL,13,rep,Lean D,3,Toss-up/Tilt Democrat,3.5,3.25
2022,,IL,14,dem,Lean D,3,Democrat Favored,2,2.5
2018,,IL,12,rep,Lean R,5,Toss-up/Tilt Republican,4.5,4.75
2018,,IL,13,rep,Lean R,5,Lean Republican,5,5
2008,,IL,14,dem,Likely D,2,NA,NA,2
2012,,IL,8,rep,Likely D,2,Democrat Favored,2,2
2014,,IL,8,dem,Likely D,2,Currently Safe Democrat,1,1.5
2014,,IL,11,dem,Likely D,2,Currently Safe Democrat,1,1.5
2020,,IL,14,dem,Likely D,2,Currently Safe Democrat,1,1.5
2022,,IL,11,dem,Likely D,2,Currently Safe Democrat,1,1.5
2008,,IL,6,rep,Likely R,5,NA,NA,5
2008,,IL,13,rep,Likely R,5,NA,NA,5
2014,,IL,13,rep,Likely R,5,Currently Safe Republican,7,6
2016,,IL,12,rep,Likely R,5,Currently Safe Republican,7,6
2008,,IL,1,dem,Solid D,1,NA,NA,1
2008,,IL,2,dem,Solid D,1,NA,NA,1
2008,,IL,3,dem,Solid D,1,NA,NA,1
2008,,IL,4,dem,Solid D,1,NA,NA,1
2008,,IL,5,dem,Solid D,1,NA,NA,1
2008,,IL,7,dem,Solid D,1,NA,NA,1
2008,,IL,8,dem,Solid D,1,NA,NA,1
2008,,IL,9,dem,Solid D,1,NA,NA,1
2008,,IL,12,dem,Solid D,1,NA,NA,1
2008,,IL,17,dem,Solid D,1,NA,NA,1
2012,,IL,1,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,IL,2,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,IL,3,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,IL,4,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,IL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,IL,7,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,IL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,IL,1,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,IL,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,IL,3,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,IL,4,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,IL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,IL,7,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,IL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IL,1,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IL,2,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IL,3,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IL,4,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IL,7,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IL,8,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IL,11,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IL,17,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,1,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,2,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,3,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,4,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,7,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,8,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,10,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,11,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IL,17,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,1,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,2,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,3,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,4,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,6,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,7,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,8,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,10,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IL,11,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,IL,1,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,IL,2,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,IL,3,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,IL,4,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,IL,5,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,IL,7,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,IL,8,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,IL,9,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,IL,10,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,IL,15,rep,Solid R,7,NA,NA,7
2008,,IL,16,rep,Solid R,7,NA,NA,7
2008,,IL,18,rep,Solid R,7,NA,NA,7
2008,,IL,19,rep,Solid R,7,NA,NA,7
2012,,IL,6,rep,Solid R,7,Currently Safe Republican,7,7
2012,,IL,14,rep,Solid R,7,Currently Safe Republican,7,7
2012,,IL,15,rep,Solid R,7,Currently Safe Republican,7,7
2012,,IL,16,rep,Solid R,7,Currently Safe Republican,7,7
2012,,IL,18,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IL,6,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IL,14,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IL,15,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IL,16,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IL,18,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IL,6,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IL,13,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IL,14,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IL,15,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IL,16,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IL,18,rep,Solid R,7,Currently Safe Republican,7,7
2018,,IL,15,rep,Solid R,7,Currently Safe Republican,7,7
2018,,IL,16,rep,Solid R,7,Currently Safe Republican,7,7
2018,,IL,18,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IL,12,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IL,15,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IL,16,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IL,18,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IL,12,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IL,15,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IL,16,rep,Solid R,7,Currently Safe Republican,7,7
2012,,IL,12,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2014,,IL,10,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2014,,IL,12,dem,Tossup D,3.5,Toss-up/Tilt Republican,4.5,4
2022,,IL,17,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2008,,IL,10,rep,Tossup R,4.5,NA,NA,4.5
2012,,IL,10,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2012,,IL,11,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2012,,IL,13,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2012,,IL,17,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2016,,IL,10,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2018,,IL,14,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2020,,IL,13,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2008,,IN,3,rep,Lean R,5,NA,NA,5
2012,,IN,8,rep,Lean R,5,Republican Favored,6,5.5
2016,,IN,9,rep,Lean R,5,Republican Favored,6,5.5
2008,,IN,9,dem,Likely D,2,NA,NA,2
2012,,IN,2,dem,Likely R,5,Currently Safe Republican,7,6
2016,,IN,2,rep,Likely R,5,Currently Safe Republican,7,6
2018,,IN,2,rep,Likely R,5,Republican Favored,6,5.5
2008,,IN,1,dem,Solid D,1,NA,NA,1
2008,,IN,2,dem,Solid D,1,NA,NA,1
2008,,IN,7,dem,Solid D,1,NA,NA,1
2008,,IN,8,dem,Solid D,1,NA,NA,1
2012,,IN,1,dem,Solid D,1,Currently Safe Democrat,1,1
2012,,IN,7,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,IN,1,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,IN,7,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IN,1,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,IN,7,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IN,1,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,IN,7,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IN,1,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,IN,7,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,IN,7,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,IN,4,rep,Solid R,7,NA,NA,7
2008,,IN,5,rep,Solid R,7,NA,NA,7
2008,,IN,6,rep,Solid R,7,NA,NA,7
2012,,IN,3,rep,Solid R,7,Currently Safe Republican,7,7
2012,,IN,4,rep,Solid R,7,Currently Safe Republican,7,7
2012,,IN,5,rep,Solid R,7,Currently Safe Republican,7,7
2012,,IN,6,rep,Solid R,7,Currently Safe Republican,7,7
2012,,IN,9,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IN,2,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IN,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IN,4,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IN,5,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IN,6,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IN,8,rep,Solid R,7,Currently Safe Republican,7,7
2014,,IN,9,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IN,3,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IN,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IN,5,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IN,6,rep,Solid R,7,Currently Safe Republican,7,7
2016,,IN,8,rep,Solid R,7,Currently Safe Republican,7,7
2018,,IN,3,rep,Solid R,7,Currently Safe Republican,7,7
2018,,IN,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,IN,5,rep,Solid R,7,Currently Safe Republican,7,7
2018,,IN,6,rep,Solid R,7,Currently Safe Republican,7,7
2018,,IN,8,rep,Solid R,7,Currently Safe Republican,7,7
2018,,IN,9,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IN,2,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IN,3,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IN,4,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IN,6,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IN,8,rep,Solid R,7,Currently Safe Republican,7,7
2020,,IN,9,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IN,2,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IN,3,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IN,4,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IN,5,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IN,6,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IN,8,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IN,9,rep,Solid R,7,Currently Safe Republican,7,7
2022,,IN,1,dem,Tossup D,3.5,Lean Democrat,3,3.25
2020,,IN,5,rep,Tossup R,4.5,Toss-up/Tilt Democrat,3.5,4
2008,,KS,2,dem,Lean D,3,NA,NA,3
2018,,KS,3,rep,Lean D,3,Lean Democrat,3,3
2022,,KS,3,dem,Lean D,3,Toss-up/Tilt Democrat,3.5,3.25
2016,,KS,3,rep,Lean R,5,Lean Republican,5,5
2008,,KS,3,dem,Likely D,2,NA,NA,2
2014,,KS,2,rep,Likely R,5,Currently Safe Republican,7,6
2014,,KS,3,rep,Likely R,5,Currently Safe Republican,7,6
2020,,KS,2,rep,Likely R,5,Currently Safe Republican,7,6
2020,,KS,3,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,KS,1,rep,Solid R,7,NA,NA,7
2008,,KS,4,rep,Solid R,7,NA,NA,7
2012,,KS,1,rep,Solid R,7,Currently Safe Republican,7,7
2012,,KS,2,rep,Solid R,7,Currently Safe Republican,7,7
2012,,KS,3,rep,Solid R,7,Currently Safe Republican,7,7
2012,,KS,4,rep,Solid R,7,Currently Safe Republican,7,7
2014,,KS,1,rep,Solid R,7,Currently Safe Republican,7,7
2014,,KS,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,,KS,1,rep,Solid R,7,Currently Safe Republican,7,7
2016,,KS,2,rep,Solid R,7,Currently Safe Republican,7,7
2016,,KS,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,KS,1,rep,Solid R,7,Currently Safe Republican,7,7
2018,,KS,4,rep,Solid R,7,Currently Safe Republican,7,7
2020,,KS,1,rep,Solid R,7,Currently Safe Republican,7,7
2020,,KS,4,rep,Solid R,7,Currently Safe Republican,7,7
2022,,KS,1,rep,Solid R,7,Currently Safe Republican,7,7
2022,,KS,2,rep,Solid R,7,Currently Safe Republican,7,7
2022,,KS,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,KS,2,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2008,,KY,3,dem,Likely D,2,NA,NA,2
2020,,KY,6,rep,Likely R,5,Currently Safe Republican,7,6
2008,,KY,6,dem,Solid D,1,NA,NA,1
2012,,KY,3,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,KY,3,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,KY,3,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,KY,3,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,KY,3,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,KY,3,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,KY,1,rep,Solid R,7,NA,NA,7
2008,,KY,4,rep,Solid R,7,NA,NA,7
2008,,KY,5,rep,Solid R,7,NA,NA,7
2012,,KY,1,rep,Solid R,7,Currently Safe Republican,7,7
2012,,KY,2,rep,Solid R,7,Currently Safe Republican,7,7
2012,,KY,4,rep,Solid R,7,Currently Safe Republican,7,7
2012,,KY,5,rep,Solid R,7,Currently Safe Republican,7,7
2014,,KY,1,rep,Solid R,7,Currently Safe Republican,7,7
2014,,KY,2,rep,Solid R,7,Currently Safe Republican,7,7
2014,,KY,4,rep,Solid R,7,Currently Safe Republican,7,7
2014,,KY,5,rep,Solid R,7,Currently Safe Republican,7,7
2014,,KY,6,rep,Solid R,7,Currently Safe Republican,7,7
2016,,KY,1,rep,Solid R,7,Currently Safe Republican,7,7
2016,,KY,2,rep,Solid R,7,Currently Safe Republican,7,7
2016,,KY,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,,KY,5,rep,Solid R,7,Currently Safe Republican,7,7
2016,,KY,6,rep,Solid R,7,Currently Safe Republican,7,7
2018,,KY,1,rep,Solid R,7,Currently Safe Republican,7,7
2018,,KY,2,rep,Solid R,7,Currently Safe Republican,7,7
2018,,KY,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,KY,5,rep,Solid R,7,Currently Safe Republican,7,7
2020,,KY,1,rep,Solid R,7,Currently Safe Republican,7,7
2020,,KY,2,rep,Solid R,7,Currently Safe Republican,7,7
2020,,KY,4,rep,Solid R,7,Currently Safe Republican,7,7
2020,,KY,5,rep,Solid R,7,Currently Safe Republican,7,7
2022,,KY,1,rep,Solid R,7,Currently Safe Republican,7,7
2022,,KY,2,rep,Solid R,7,Currently Safe Republican,7,7
2022,,KY,4,rep,Solid R,7,Currently Safe Republican,7,7
2022,,KY,5,rep,Solid R,7,Currently Safe Republican,7,7
2022,,KY,6,rep,Solid R,7,Currently Safe Republican,7,7
2012,,KY,6,dem,Tossup D,3.5,Pure Toss-up,4,3.75
2008,,KY,2,rep,Tossup R,4.5,NA,NA,4.5
2018,,KY,6,rep,Tossup R,4.5,Pure Toss-up,4,4.25
2008,,LA,7,rep,Likely R,5,NA,NA,5
2008,,LA,2,dem,Solid D,1,NA,NA,1
2008,,LA,3,dem,Solid D,1,NA,NA,1
2012,,LA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2014,,LA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2016,,LA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2018,,LA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2020,,LA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2022,,LA,2,dem,Solid D,1,Currently Safe Democrat,1,1
2008,,LA,1,rep,Solid R,7,NA,NA,7
2008,,LA,5,rep,Solid R,7,NA,NA,7
2012,,LA,1,rep,Solid R,7,Currently Safe Republican,7,7
2012,,LA,3,rep,Solid R,7,Currently Safe Republican,7,7
2012,,LA,4,rep,Solid R,7,Currently Safe Republican,7,7
2012,,LA,5,rep,Solid R,7,Currently Safe Republican,7,7
2012,,LA,6,rep,Solid R,7,Currently Safe Republican,7,7
2014,,LA,1,rep,Solid R,7,Currently Safe Republican,7,7
2014,,LA,3,rep,Solid R,7,Currently Safe Republican,7,7
2014,,LA,4,rep,Solid R,7,Currently Safe Republican,7,7
2014,,LA,5,rep,Solid R,7,Currently Safe Republican,7,7
2014,,LA,6,rep,Solid R,7,Currently Safe Republican,7,7
2016,,LA,1,rep,Solid R,7,Currently Safe Republican,7,7
2016,,LA,3,rep,Solid R,7,Currently Safe Republican,7,7
2016,,LA,4,rep,Solid R,7,Currently Safe Republican,7,7
2016,,LA,5,rep,Solid R,7,Currently Safe Republican,7,7
2016,,LA,6,rep,Solid R,7,Currently Safe Republican,7,7
2018,,LA,1,rep,Solid R,7,Currently Safe Republican,7,7
2018,,LA,3,rep,Solid R,7,Currently Safe Republican,7,7
2018,,LA,4,rep,Solid R,7,Currently Safe Republican,7,7
2018,,LA,5,rep,Solid R,7,Currently Safe Republican,7,7
