,year,state,district,inc_party,is_open,description,,ie_num
2224,2020,CA,29,Democrat,0,Currently Safe Democrat,,1
2225,2020,CA,30,Democrat,0,Currently Safe Democrat,,1
2226,2020,CA,31,Democrat,0,Currently Safe Democrat,,1
2227,2020,CA,32,Democrat,0,Currently Safe Democrat,,1
2228,2020,CA,33,Democrat,0,Currently Safe Democrat,,1
2229,2020,CA,34,Democrat,0,Currently Safe Democrat,,1
2230,2020,CA,35,Democrat,0,Currently Safe Democrat,,1
2231,2020,CA,36,Democrat,0,Currently Safe Democrat,,1
2232,2020,CA,37,Democrat,0,Currently Safe Democrat,,1
2233,2020,CA,38,Democrat,0,Currently Safe Democrat,,1
2235,2020,CA,40,Democrat,0,Currently Safe Democrat,,1
2236,2020,CA,41,Democrat,0,Currently Safe Democrat,,1
2238,2020,CA,43,Democrat,0,Currently Safe Democrat,,1
2239,2020,CA,44,Democrat,0,Currently Safe Democrat,,1
2240,2020,CA,45,Democrat,0,Currently Safe Democrat,,1
2241,2020,CA,46,Democrat,0,Currently Safe Democrat,,1
2242,2020,CA,47,Democrat,0,Currently Safe Democrat,,1
2244,2020,CA,49,Democrat,0,Currently Safe Democrat,,1
2246,2020,CA,51,Democrat,0,Currently Safe Democrat,,1
2247,2020,CA,52,Democrat,0,Currently Safe Democrat,,1
2248,2020,CA,53,Democrat,1,Currently Safe Democrat,,1
2249,2020,CO,1,Democrat,0,Currently Safe Democrat,,1
2250,2020,CO,2,Democrat,0,Currently Safe Democrat,,1
2254,2020,CO,6,Democrat,0,Currently Safe Democrat,,1
2255,2020,CO,7,Democrat,0,Currently Safe Democrat,,1
2256,2020,CT,1,Democrat,0,Currently Safe Democrat,,1
2257,2020,CT,2,Democrat,0,Currently Safe Democrat,,1
2258,2020,CT,3,Democrat,0,Currently Safe Democrat,,1
2259,2020,CT,4,Democrat,0,Currently Safe Democrat,,1
2260,2020,CT,5,Democrat,0,Currently Safe Democrat,,1
2261,2020,DE,0,Democrat,0,Currently Safe Democrat,,1
2266,2020,FL,5,Democrat,0,Currently Safe Democrat,,1
2268,2020,FL,7,Democrat,0,Currently Safe Democrat,,1
2270,2020,FL,9,Democrat,0,Currently Safe Democrat,,1
2271,2020,FL,10,Democrat,0,Currently Safe Democrat,,1
2274,2020,FL,13,Democrat,0,Currently Safe Democrat,,1
2275,2020,FL,14,Democrat,0,Currently Safe Democrat,,1
2281,2020,FL,20,Democrat,0,Currently Safe Democrat,,1
2282,2020,FL,21,Democrat,0,Currently Safe Democrat,,1
2283,2020,FL,22,Democrat,0,Currently Safe Democrat,,1
2284,2020,FL,23,Democrat,0,Currently Safe Democrat,,1
2285,2020,FL,24,Democrat,0,Currently Safe Democrat,,1
2288,2020,FL,27,Democrat,0,Currently Safe Democrat,,1
2290,2020,GA,2,Democrat,0,Currently Safe Democrat,,1
2292,2020,GA,4,Democrat,0,Currently Safe Democrat,,1
2293,2020,GA,5,Democrat,1,Currently Safe Democrat,,1
2301,2020,GA,13,Democrat,0,Currently Safe Democrat,,1
2303,2020,HI,1,Democrat,0,Currently Safe Democrat,,1
2304,2020,HI,2,Democrat,1,Currently Safe Democrat,,1
2307,2020,IL,1,Democrat,0,Currently Safe Democrat,,1
2308,2020,IL,2,Democrat,0,Currently Safe Democrat,,1
2309,2020,IL,3,Democrat,1,Currently Safe Democrat,,1
2310,2020,IL,4,Democrat,0,Currently Safe Democrat,,1
2311,2020,IL,5,Democrat,0,Currently Safe Democrat,,1
2312,2020,IL,6,Democrat,0,Currently Safe Democrat,,1
2313,2020,IL,7,Democrat,0,Currently Safe Democrat,,1
2314,2020,IL,8,Democrat,0,Currently Safe Democrat,,1
2315,2020,IL,9,Democrat,0,Currently Safe Democrat,,1
2316,2020,IL,10,Democrat,0,Currently Safe Democrat,,1
2317,2020,IL,11,Democrat,0,Currently Safe Democrat,,1
2320,2020,IL,14,Democrat,0,Currently Safe Democrat,,1
2323,2020,IL,17,Democrat,0,Currently Safe Democrat,,1
2325,2020,IN,1,Democrat,1,Currently Safe Democrat,,1
2331,2020,IN,7,Democrat,0,Currently Safe Democrat,,1
2340,2020,KS,3,Democrat,0,Currently Safe Democrat,,1
2344,2020,KY,3,Democrat,0,Currently Safe Democrat,,1
2349,2020,LA,2,Democrat,0,Currently Safe Democrat,,1
2354,2020,ME,1,Democrat,0,Currently Safe Democrat,,1
2355,2020,ME,2,Democrat,0,Currently Safe Democrat,,1
2357,2020,MD,2,Democrat,0,Currently Safe Democrat,,1
2358,2020,MD,3,Democrat,0,Currently Safe Democrat,,1
2359,2020,MD,4,Democrat,0,Currently Safe Democrat,,1
2360,2020,MD,5,Democrat,0,Currently Safe Democrat,,1
2361,2020,MD,6,Democrat,0,Currently Safe Democrat,,1
2362,2020,MD,7,Democrat,0,Currently Safe Democrat,,1
2363,2020,MD,8,Democrat,0,Currently Safe Democrat,,1
2364,2020,MA,1,Democrat,0,Currently Safe Democrat,,1
2365,2020,MA,2,Democrat,0,Currently Safe Democrat,,1
2366,2020,MA,3,Democrat,0,Currently Safe Democrat,,1
2367,2020,MA,4,Democrat,1,Currently Safe Democrat,,1
2368,2020,MA,5,Democrat,0,Currently Safe Democrat,,1
2369,2020,MA,6,Democrat,0,Currently Safe Democrat,,1
2370,2020,MA,7,Democrat,0,Currently Safe Democrat,,1
2371,2020,MA,8,Democrat,0,Currently Safe Democrat,,1
2372,2020,MA,9,Democrat,0,Currently Safe Democrat,,1
2377,2020,MI,5,Democrat,0,Currently Safe Democrat,,1
2380,2020,MI,8,Democrat,0,Currently Safe Democrat,,1
2381,2020,MI,9,Democrat,0,Currently Safe Democrat,,1
2383,2020,MI,11,Democrat,0,Currently Safe Democrat,,1
2384,2020,MI,12,Democrat,0,Currently Safe Democrat,,1
2385,2020,MI,13,Democrat,0,Currently Safe Democrat,,1
2386,2020,MI,14,Democrat,0,Currently Safe Democrat,,1
2388,2020,MN,2,Democrat,0,Currently Safe Democrat,,1
2389,2020,MN,3,Democrat,0,Currently Safe Democrat,,1
2390,2020,MN,4,Democrat,0,Currently Safe Democrat,,1
2391,2020,MN,5,Democrat,0,Currently Safe Democrat,,1
2396,2020,MS,2,Democrat,0,Currently Safe Democrat,,1
2399,2020,MO,1,Democrat,1,Currently Safe Democrat,,1
2403,2020,MO,5,Democrat,0,Currently Safe Democrat,,1
2411,2020,NV,1,Democrat,0,Currently Safe Democrat,,1
2414,2020,NV,4,Democrat,0,Currently Safe Democrat,,1
2416,2020,NH,2,Democrat,0,Currently Safe Democrat,,1
2417,2020,NJ,1,Democrat,0,Currently Safe Democrat,,1
2419,2020,NJ,3,Democrat,0,Currently Safe Democrat,,1
2421,2020,NJ,5,Democrat,0,Currently Safe Democrat,,1
2422,2020,NJ,6,Democrat,0,Currently Safe Democrat,,1
2424,2020,NJ,8,Democrat,0,Currently Safe Democrat,,1
2425,2020,NJ,9,Democrat,0,Currently Safe Democrat,,1
2426,2020,NJ,10,Democrat,0,Currently Safe Democrat,,1
2427,2020,NJ,11,Democrat,0,Currently Safe Democrat,,1
2428,2020,NJ,12,Democrat,0,Currently Safe Democrat,,1
2429,2020,NM,1,Democrat,0,Currently Safe Democrat,,1
2431,2020,NM,3,Democrat,1,Currently Safe Democrat,,1
2434,2020,NY,3,Democrat,0,Currently Safe Democrat,,1
2435,2020,NY,4,Democrat,0,Currently Safe Democrat,,1
2436,2020,NY,5,Democrat,0,Currently Safe Democrat,,1
2437,2020,NY,6,Democrat,0,Currently Safe Democrat,,1
2438,2020,NY,7,Democrat,0,Currently Safe Democrat,,1
2439,2020,NY,8,Democrat,0,Currently Safe Democrat,,1
2440,2020,NY,9,Democrat,0,Currently Safe Democrat,,1
2441,2020,NY,10,Democrat,0,Currently Safe Democrat,,1
2443,2020,NY,12,Democrat,0,Currently Safe Democrat,,1
2444,2020,NY,13,Democrat,0,Currently Safe Democrat,,1
2445,2020,NY,14,Democrat,0,Currently Safe Democrat,,1
2446,2020,NY,15,Democrat,1,Currently Safe Democrat,,1
2447,2020,NY,16,Democrat,1,Currently Safe Democrat,,1
2448,2020,NY,17,Democrat,1,Currently Safe Democrat,,1
2449,2020,NY,18,Democrat,0,Currently Safe Democrat,,1
2450,2020,NY,19,Democrat,0,Currently Safe Democrat,,1
2451,2020,NY,20,Democrat,0,Currently Safe Democrat,,1
2456,2020,NY,25,Democrat,0,Currently Safe Democrat,,1
2457,2020,NY,26,Democrat,0,Currently Safe Democrat,,1
2459,2020,NC,1,Democrat,0,Currently Safe Democrat,,1
2462,2020,NC,4,Democrat,0,Currently Safe Democrat,,1
2470,2020,NC,12,Democrat,0,Currently Safe Democrat,,1
2475,2020,OH,3,Democrat,0,Currently Safe Democrat,,1
2481,2020,OH,9,Democrat,0,Currently Safe Democrat,,1
2483,2020,OH,11,Democrat,0,Currently Safe Democrat,,1
2485,2020,OH,13,Democrat,0,Currently Safe Democrat,,1
2494,2020,OR,1,Democrat,0,Currently Safe Democrat,,1
2496,2020,OR,3,Democrat,0,Currently Safe Democrat,,1
2498,2020,OR,5,Democrat,0,Currently Safe Democrat,,1
2500,2020,PA,2,Democrat,0,Currently Safe Democrat,,1
2501,2020,PA,3,Democrat,0,Currently Safe Democrat,,1
2502,2020,PA,4,Democrat,0,Currently Safe Democrat,,1
2503,2020,PA,5,Democrat,0,Currently Safe Democrat,,1
2504,2020,PA,6,Democrat,0,Currently Safe Democrat,,1
2505,2020,PA,7,Democrat,0,Currently Safe Democrat,,1
2506,2020,PA,8,Democrat,0,Currently Safe Democrat,,1
2515,2020,PA,17,Democrat,0,Currently Safe Democrat,,1
2516,2020,PA,18,Democrat,0,Currently Safe Democrat,,1
2517,2020,RI,1,Democrat,0,Currently Safe Democrat,,1
2518,2020,RI,2,Democrat,0,Currently Safe Democrat,,1
2524,2020,SC,6,Democrat,0,Currently Safe Democrat,,1
2531,2020,TN,5,Democrat,0,Currently Safe Democrat,,1
2535,2020,TN,9,Democrat,0,Currently Safe Democrat,,1
2544,2020,TX,9,Democrat,0,Currently Safe Democrat,,1
2550,2020,TX,15,Democrat,0,Currently Safe Democrat,,1
2551,2020,TX,16,Democrat,0,Currently Safe Democrat,,1
2553,2020,TX,18,Democrat,0,Currently Safe Democrat,,1
2555,2020,TX,20,Democrat,0,Currently Safe Democrat,,1
2563,2020,TX,28,Democrat,0,Currently Safe Democrat,,1
2564,2020,TX,29,Democrat,0,Currently Safe Democrat,,1
2565,2020,TX,30,Democrat,0,Currently Safe Democrat,,1
2567,2020,TX,32,Democrat,0,Currently Safe Democrat,,1
2568,2020,TX,33,Democrat,0,Currently Safe Democrat,,1
2569,2020,TX,34,Democrat,0,Currently Safe Democrat,,1
2570,2020,TX,35,Democrat,0,Currently Safe Democrat,,1
2576,2020,VT,0,Democrat,0,Currently Safe Democrat,,1
2579,2020,VA,3,Democrat,0,Currently Safe Democrat,,1
2580,2020,VA,4,Democrat,0,Currently Safe Democrat,,1
2584,2020,VA,8,Democrat,0,Currently Safe Democrat,,1
2586,2020,VA,10,Democrat,0,Currently Safe Democrat,,1
2587,2020,VA,11,Democrat,0,Currently Safe Democrat,,1
2588,2020,WA,1,Democrat,0,Currently Safe Democrat,,1
2589,2020,WA,2,Democrat,0,Currently Safe Democrat,,1
2593,2020,WA,6,Democrat,0,Currently Safe Democrat,,1
2594,2020,WA,7,Democrat,0,Currently Safe Democrat,,1
2595,2020,WA,8,Democrat,0,Currently Safe Democrat,,1
2596,2020,WA,9,Democrat,0,Currently Safe Democrat,,1
2597,2020,WA,10,Democrat,1,Currently Safe Democrat,,1
2602,2020,WI,2,Democrat,0,Currently Safe Democrat,,1
2603,2020,WI,3,Democrat,0,Currently Safe Democrat,,1
2604,2020,WI,4,Democrat,0,Currently Safe Democrat,,1
2616,2022,AL,7,Democrat,0,Currently Safe Democrat,,1
2620,2022,AZ,3,Democrat,0,Currently Safe Democrat,,1
2624,2022,AZ,7,Democrat,0,Currently Safe Democrat,,1
2632,2022,CA,2,Democrat,0,Currently Safe Democrat,,1
2634,2022,CA,4,Democrat,0,Currently Safe Democrat,,1
2636,2022,CA,6,Democrat,0,Currently Safe Democrat,,1
2637,2022,CA,7,Democrat,0,Currently Safe Democrat,,1
2638,2022,CA,8,Democrat,0,Currently Safe Democrat,,1
2640,2022,CA,10,Democrat,0,Currently Safe Democrat,,1
2641,2022,CA,11,Democrat,0,Currently Safe Democrat,,1
2642,2022,CA,12,Democrat,0,Currently Safe Democrat,,1
2644,2022,CA,14,Democrat,0,Currently Safe Democrat,,1
2645,2022,CA,15,Democrat,1,Currently Safe Democrat,,1
2646,2022,CA,16,Democrat,0,Currently Safe Democrat,,1
2647,2022,CA,17,Democrat,0,Currently Safe Democrat,,1
2648,2022,CA,18,Democrat,0,Currently Safe Democrat,,1
2649,2022,CA,19,Democrat,0,Currently Safe Democrat,,1
2651,2022,CA,21,Democrat,0,Currently Safe Democrat,,1
2654,2022,CA,24,Democrat,0,Currently Safe Democrat,,1
2655,2022,CA,25,Democrat,0,Currently Safe Democrat,,1
2658,2022,CA,28,Democrat,0,Currently Safe Democrat,,1
2659,2022,CA,29,Democrat,0,Currently Safe Democrat,,1
2660,2022,CA,30,Democrat,0,Currently Safe Democrat,,1
2661,2022,CA,31,Democrat,0,Currently Safe Democrat,,1
2662,2022,CA,32,Democrat,0,Currently Safe Democrat,,1
2663,2022,CA,33,Democrat,0,Currently Safe Democrat,,1
2664,2022,CA,34,Democrat,0,Currently Safe Democrat,,1
2665,2022,CA,35,Democrat,0,Currently Safe Democrat,,1
2666,2022,CA,36,Democrat,0,Currently Safe Democrat,,1
2667,2022,CA,37,Democrat,1,Currently Safe Democrat,,1
2668,2022,CA,38,Democrat,0,Currently Safe Democrat,,1
2669,2022,CA,39,Democrat,0,Currently Safe Democrat,,1
2672,2022,CA,42,Democrat,1,Currently Safe Democrat,,1
2673,2022,CA,43,Democrat,0,Currently Safe Democrat,,1
2674,2022,CA,44,Democrat,0,Currently Safe Democrat,,1
2676,2022,CA,46,Democrat,0,Currently Safe Democrat,,1
2680,2022,CA,50,Democrat,0,Currently Safe Democrat,,1
2681,2022,CA,51,Democrat,0,Currently Safe Democrat,,1
2682,2022,CA,52,Democrat,0,Currently Safe Democrat,,1
2683,2022,CO,1,Democrat,0,Currently Safe Democrat,,1
2684,2022,CO,2,Democrat,0,Currently Safe Democrat,,1
2688,2022,CO,6,Democrat,0,Currently Safe Democrat,,1
2691,2022,CT,1,Democrat,0,Currently Safe Democrat,,1
2692,2022,CT,2,Democrat,0,Currently Safe Democrat,,1
2693,2022,CT,3,Democrat,0,Currently Safe Democrat,,1
2694,2022,CT,4,Democrat,0,Currently Safe Democrat,,1
2696,2022,DE,0,Democrat,0,Currently Safe Democrat,,1
2705,2022,FL,9,Democrat,0,Currently Safe Democrat,,1
2706,2022,FL,10,Democrat,1,Currently Safe Democrat,,1
2710,2022,FL,14,Democrat,0,Currently Safe Democrat,,1
2716,2022,FL,20,Democrat,0,Currently Safe Democrat,,1
2718,2022,FL,22,Democrat,0,Currently Safe Democrat,,1
2719,2022,FL,23,Democrat,1,Currently Safe Democrat,,1
2720,2022,FL,24,Democrat,0,Currently Safe Democrat,,1
2721,2022,FL,25,Democrat,0,Currently Safe Democrat,,1
2726,2022,GA,2,Democrat,0,Currently Safe Democrat,,1
2728,2022,GA,4,Democrat,0,Currently Safe Democrat,,1
2729,2022,GA,5,Democrat,0,Currently Safe Democrat,,1
2731,2022,GA,7,Democrat,0,Currently Safe Democrat,,1
2737,2022,GA,13,Democrat,0,Currently Safe Democrat,,1
2739,2022,HI,1,Democrat,0,Currently Safe Democrat,,1
2740,2022,HI,2,Democrat,1,Currently Safe Democrat,,1
2743,2022,IL,1,Democrat,1,Currently Safe Democrat,,1
2744,2022,IL,2,Democrat,0,Currently Safe Democrat,,1
2745,2022,IL,3,Democrat,1,Currently Safe Democrat,,1
2746,2022,IL,4,Democrat,0,Currently Safe Democrat,,1
2747,2022,IL,5,Democrat,0,Currently Safe Democrat,,1
2749,2022,IL,7,Democrat,0,Currently Safe Democrat,,1
2750,2022,IL,8,Democrat,0,Currently Safe Democrat,,1
2751,2022,IL,9,Democrat,0,Currently Safe Democrat,,1
2752,2022,IL,10,Democrat,0,Currently Safe Democrat,,1
2753,2022,IL,11,Democrat,0,Currently Safe Democrat,,1
2766,2022,IN,7,Democrat,0,Currently Safe Democrat,,1
2779,2022,KY,3,Democrat,1,Currently Safe Democrat,,1
2784,2022,LA,2,Democrat,0,Currently Safe Democrat,,1
2789,2022,ME,1,Democrat,0,Currently Safe Democrat,,1
2792,2022,MD,2,Democrat,0,Currently Safe Democrat,,1
2793,2022,MD,3,Democrat,0,Currently Safe Democrat,,1
2794,2022,MD,4,Democrat,1,Currently Safe Democrat,,1
2795,2022,MD,5,Democrat,0,Currently Safe Democrat,,1
2797,2022,MD,7,Democrat,0,Currently Safe Democrat,,1
2798,2022,MD,8,Democrat,0,Currently Safe Democrat,,1
2799,2022,MA,1,Democrat,0,Currently Safe Democrat,,1
2800,2022,MA,2,Democrat,0,Currently Safe Democrat,,1
2801,2022,MA,3,Democrat,0,Currently Safe Democrat,,1
2802,2022,MA,4,Democrat,0,Currently Safe Democrat,,1
2803,2022,MA,5,Democrat,0,Currently Safe Democrat,,1
2804,2022,MA,6,Democrat,0,Currently Safe Democrat,,1
2805,2022,MA,7,Democrat,0,Currently Safe Democrat,,1
2806,2022,MA,8,Democrat,0,Currently Safe Democrat,,1
2807,2022,MA,9,Democrat,0,Currently Safe Democrat,,1
2813,2022,MI,6,Democrat,0,Currently Safe Democrat,,1
2818,2022,MI,11,Democrat,0,Currently Safe Democrat,,1
2819,2022,MI,12,Democrat,0,Currently Safe Democrat,,1
2820,2022,MI,13,Democrat,1,Currently Safe Democrat,,1
2823,2022,MN,3,Democrat,0,Currently Safe Democrat,,1
2824,2022,MN,4,Democrat,0,Currently Safe Democrat,,1
2825,2022,MN,5,Democrat,0,Currently Safe Democrat,,1
2830,2022,MS,2,Democrat,0,Currently Safe Democrat,,1
2833,2022,MO,1,Democrat,0,Currently Safe Democrat,,1
2837,2022,MO,5,Democrat,0,Currently Safe Democrat,,1
2852,2022,NJ,1,Democrat,0,Currently Safe Democrat,,1
2856,2022,NJ,5,Democrat,0,Currently Safe Democrat,,1
2857,2022,NJ,6,Democrat,0,Currently Safe Democrat,,1
2859,2022,NJ,8,Democrat,1,Currently Safe Democrat,,1
2860,2022,NJ,9,Democrat,0,Currently Safe Democrat,,1
2861,2022,NJ,10,Democrat,0,Currently Safe Democrat,,1
2862,2022,NJ,11,Democrat,0,Currently Safe Democrat,,1
2863,2022,NJ,12,Democrat,0,Currently Safe Democrat,,1
2864,2022,NM,1,Democrat,0,Currently Safe Democrat,,1
2866,2022,NM,3,Democrat,0,Currently Safe Democrat,,1
2871,2022,NY,5,Democrat,0,Currently Safe Democrat,,1
2872,2022,NY,6,Democrat,0,Currently Safe Democrat,,1
2873,2022,NY,7,Democrat,0,Currently Safe Democrat,,1
2874,2022,NY,8,Democrat,0,Currently Safe Democrat,,1
2875,2022,NY,9,Democrat,0,Currently Safe Democrat,,1
2876,2022,NY,10,Democrat,1,Currently Safe Democrat,,1
2878,2022,NY,12,Democrat,0,Currently Safe Democrat,,1
2879,2022,NY,13,Democrat,0,Currently Safe Democrat,,1
2880,2022,NY,14,Democrat,0,Currently Safe Democrat,,1
2881,2022,NY,15,Democrat,0,Currently Safe Democrat,,1
2882,2022,NY,16,Democrat,0,Currently Safe Democrat,,1
2886,2022,NY,20,Democrat,0,Currently Safe Democrat,,1
2892,2022,NY,26,Democrat,0,Currently Safe Democrat,,1
2894,2022,NC,2,Democrat,0,Currently Safe Democrat,,1
2896,2022,NC,4,Democrat,1,Currently Safe Democrat,,1
2898,2022,NC,6,Democrat,0,Currently Safe Democrat,,1
2904,2022,NC,12,Democrat,0,Currently Safe Democrat,,1
2906,2022,NC,14,,1,Currently Safe Democrat,,1
2910,2022,OH,3,Democrat,0,Currently Safe Democrat,,1
2918,2022,OH,11,Democrat,0,Currently Safe Democrat,,1
2928,2022,OR,1,Democrat,0,Currently Safe Democrat,,1
2930,2022,OR,3,Democrat,0,Currently Safe Democrat,,1
2935,2022,PA,2,Democrat,0,Currently Safe Democrat,,1
2936,2022,PA,3,Democrat,0,Currently Safe Democrat,,1
2937,2022,PA,4,Democrat,0,Currently Safe Democrat,,1
2938,2022,PA,5,Democrat,0,Currently Safe Democrat,,1
2939,2022,PA,6,Democrat,0,Currently Safe Democrat,,1
2951,2022,RI,1,Democrat,0,Currently Safe Democrat,,1
2958,2022,SC,6,Democrat,0,Currently Safe Democrat,,1
2969,2022,TN,9,Democrat,0,Currently Safe Democrat,,1
2976,2022,TX,7,Democrat,0,Currently Safe Democrat,,1
2978,2022,TX,9,Democrat,0,Currently Safe Democrat,,1
2985,2022,TX,16,Democrat,0,Currently Safe Democrat,,1
2987,2022,TX,18,Democrat,0,Currently Safe Democrat,,1
2989,2022,TX,20,Democrat,0,Currently Safe Democrat,,1
2998,2022,TX,29,Democrat,0,Currently Safe Democrat,,1
2999,2022,TX,30,Democrat,1,Currently Safe Democrat,,1
3001,2022,TX,32,Democrat,0,Currently Safe Democrat,,1
3002,2022,TX,33,Democrat,0,Currently Safe Democrat,,1
3004,2022,TX,35,,1,Currently Safe Democrat,,1
3006,2022,TX,37,Democrat,0,Currently Safe Democrat,,1
3012,2022,VT,0,Democrat,1,Currently Safe Democrat,,1
3015,2022,VA,3,Democrat,0,Currently Safe Democrat,,1
3016,2022,VA,4,Democrat,0,Currently Safe Democrat,,1
3020,2022,VA,8,Democrat,0,Currently Safe Democrat,,1
3023,2022,VA,11,Democrat,0,Currently Safe Democrat,,1
3024,2022,WA,1,Democrat,0,Currently Safe Democrat,,1
3025,2022,WA,2,Democrat,0,Currently Safe Democrat,,1
3029,2022,WA,6,Democrat,0,Currently Safe Democrat,,1
3030,2022,WA,7,Democrat,0,Currently Safe Democrat,,1
3032,2022,WA,9,Democrat,0,Currently Safe Democrat,,1
3033,2022,WA,10,Democrat,0,Currently Safe Democrat,,1
3037,2022,WI,2,Democrat,0,Currently Safe Democrat,,1
3039,2022,WI,4,Democrat,0,Currently Safe Democrat,,1
0,2010,AL,1,Republican,0,Currently Safe Republican,,7
2,2010,AL,3,Republican,0,Currently Safe Republican,,7
3,2010,AL,4,Republican,0,Currently Safe Republican,,7
4,2010,AL,5,Republican,1,Currently Safe Republican,,7
5,2010,AL,6,Republican,0,Currently Safe Republican,,7
7,2010,AK,0,Republican,0,Currently Safe Republican,,7
9,2010,AZ,2,Republican,0,Currently Safe Republican,,7
10,2010,AZ,3,Republican,1,Currently Safe Republican,,7
13,2010,AZ,6,Republican,0,Currently Safe Republican,,7
18,2010,AR,3,Republican,1,Currently Safe Republican,,7
21,2010,CA,2,Republican,0,Currently Safe Republican,,7
23,2010,CA,4,Republican,0,Currently Safe Republican,,7
38,2010,CA,19,Republican,0,Currently Safe Republican,,7
40,2010,CA,21,Republican,0,Currently Safe Republican,,7
41,2010,CA,22,Republican,0,Currently Safe Republican,,7
43,2010,CA,24,Republican,0,Currently Safe Republican,,7
44,2010,CA,25,Republican,0,Currently Safe Republican,,7
45,2010,CA,26,Republican,0,Currently Safe Republican,,7
59,2010,CA,40,Republican,0,Currently Safe Republican,,7
60,2010,CA,41,Republican,0,Currently Safe Republican,,7
61,2010,CA,42,Republican,0,Currently Safe Republican,,7
63,2010,CA,44,Republican,0,Currently Safe Republican,,7
64,2010,CA,45,Republican,0,Currently Safe Republican,,7
65,2010,CA,46,Republican,0,Currently Safe Republican,,7
67,2010,CA,48,Republican,0,Currently Safe Republican,,7
68,2010,CA,49,Republican,0,Currently Safe Republican,,7
69,2010,CA,50,Republican,0,Currently Safe Republican,,7
71,2010,CA,52,Republican,0,Currently Safe Republican,,7
77,2010,CO,5,Republican,0,Currently Safe Republican,,7
78,2010,CO,6,Republican,0,Currently Safe Republican,,7
86,2010,FL,1,Republican,0,Currently Safe Republican,,7
89,2010,FL,4,Republican,0,Currently Safe Republican,,7
90,2010,FL,5,Republican,1,Currently Safe Republican,,7
91,2010,FL,6,Republican,0,Currently Safe Republican,,7
92,2010,FL,7,Republican,0,Currently Safe Republican,,7
94,2010,FL,9,Republican,0,Currently Safe Republican,,7
95,2010,FL,10,Republican,0,Currently Safe Republican,,7
98,2010,FL,13,Republican,0,Currently Safe Republican,,7
99,2010,FL,14,Republican,0,Currently Safe Republican,,7
100,2010,FL,15,Republican,0,Currently Safe Republican,,7
101,2010,FL,16,Republican,0,Currently Safe Republican,,7
103,2010,FL,18,Republican,0,Currently Safe Republican,,7
106,2010,FL,21,Republican,1,Currently Safe Republican,,7
111,2010,GA,1,Republican,0,Currently Safe Republican,,7
113,2010,GA,3,Republican,0,Currently Safe Republican,,7
116,2010,GA,6,Republican,0,Currently Safe Republican,,7
117,2010,GA,7,Republican,0,Currently Safe Republican,,7
119,2010,GA,9,Republican,0,Currently Safe Republican,,7
120,2010,GA,10,Republican,0,Currently Safe Republican,,7
121,2010,GA,11,Republican,0,Currently Safe Republican,,7
127,2010,ID,2,Republican,0,Currently Safe Republican,,7
133,2010,IL,6,Republican,0,Currently Safe Republican,,7
140,2010,IL,13,Republican,0,Currently Safe Republican,,7
142,2010,IL,15,Republican,0,Currently Safe Republican,,7
143,2010,IL,16,Republican,0,Currently Safe Republican,,7
145,2010,IL,18,Republican,0,Currently Safe Republican,,7
146,2010,IL,19,Republican,0,Currently Safe Republican,,7
149,2010,IN,3,Republican,1,Currently Safe Republican,,7
150,2010,IN,4,Republican,0,Currently Safe Republican,,7
151,2010,IN,5,Republican,0,Currently Safe Republican,,7
152,2010,IN,6,Republican,0,Currently Safe Republican,,7
159,2010,IA,4,Republican,0,Currently Safe Republican,,7
160,2010,IA,5,Republican,0,Currently Safe Republican,,7
161,2010,KS,1,Republican,1,Currently Safe Republican,,7
162,2010,KS,2,Republican,0,Currently Safe Republican,,7
164,2010,KS,4,Republican,1,Currently Safe Republican,,7
165,2010,KY,1,Republican,0,Currently Safe Republican,,7
166,2010,KY,2,Republican,0,Currently Safe Republican,,7
168,2010,KY,4,Republican,0,Currently Safe Republican,,7
169,2010,KY,5,Republican,0,Currently Safe Republican,,7
171,2010,LA,1,Republican,0,Currently Safe Republican,,7
174,2010,LA,4,Republican,0,Currently Safe Republican,,7
175,2010,LA,5,Republican,0,Currently Safe Republican,,7
176,2010,LA,6,Republican,0,Currently Safe Republican,,7
177,2010,LA,7,Republican,0,Currently Safe Republican,,7
185,2010,MD,6,Republican,0,Currently Safe Republican,,7
199,2010,MI,2,Republican,1,Currently Safe Republican,,7
200,2010,MI,3,Republican,0,Currently Safe Republican,,7
201,2010,MI,4,Republican,0,Currently Safe Republican,,7
203,2010,MI,6,Republican,0,Currently Safe Republican,,7
205,2010,MI,8,Republican,0,Currently Safe Republican,,7
207,2010,MI,10,Republican,0,Currently Safe Republican,,7
208,2010,MI,11,Republican,0,Currently Safe Republican,,7
214,2010,MN,2,Republican,0,Currently Safe Republican,,7
215,2010,MN,3,Republican,0,Currently Safe Republican,,7
218,2010,MN,6,Republican,0,Currently Safe Republican,,7
223,2010,MS,3,Republican,0,Currently Safe Republican,,7
226,2010,MO,2,Republican,0,Currently Safe Republican,,7
230,2010,MO,6,Republican,0,Currently Safe Republican,,7
231,2010,MO,7,Republican,1,Currently Safe Republican,,7
232,2010,MO,8,Republican,0,Currently Safe Republican,,7
233,2010,MO,9,Republican,0,Currently Safe Republican,,7
234,2010,MT,0,Republican,0,Currently Safe Republican,,7
235,2010,NE,1,Republican,0,Currently Safe Republican,,7
236,2010,NE,2,Republican,0,Currently Safe Republican,,7
237,2010,NE,3,Republican,0,Currently Safe Republican,,7
